pmid,pmcid,doi,title,year,journal,evidence_level,location_in_paper,passage,compounds_in_passage,compounds_in_paper,species,model,age_terms,direction_increase,direction_decrease,pct_values,length_values,concentrations,n_size,stats_reported,measures_actual_length,marker_only_context,canonical_branch,extraction_confidence,manually_read
34480533.0,PMC8641083,10.1002/sctm.21-0107,Role of extracellular vesicles from adipose tissue- and bone marrow-mesenchymal stromal cells in endothelial proliferation and chondrogenesis.,2021.0,Stem cells translational medicine,FULL_TEXT_VERIFIED,body,"B, Quantification of bone length increase during the time in different experimental groups.",,,mouse,metatarsal organ culture,E15.5; E17.5,True,False,,,,,False,True,False,False,0.0,False
34480533.0,PMC8641083,10.1002/sctm.21-0107,Role of extracellular vesicles from adipose tissue- and bone marrow-mesenchymal stromal cells in endothelial proliferation and chondrogenesis.,2021.0,Stem cells translational medicine,FULL_TEXT_VERIFIED,caption,"Effect of ADSC‐ and BMSC‐derived sEVs on longitudinal bone growth. A, Representative images of mouse metatarsals at day 1 and day 9 of culture, in different culture conditions. B, Quantification of bone length increase during the time in different experimental groups. Each bone length was normalized on its day 1 value. Data are presented as mean ± SD. Table shows statistical significance between experimental groups. N = 10, ****P < .0001, *P < .05 (one‐way ANOVA and Tukey multiple comparison)",,,mouse,metatarsal organ culture,E15.5; E17.5,True,False,,,,10,True,True,False,False,0.4,False
28060328.0,PMC5226350,10.3791/54978,Culture of Murine Embryonic Metatarsals: A Physiological Model of Endochondral Ossification.,2016.0,Journal of visualized experiments : JoVE,FULL_TEXT_VERIFIED,body,E15 metatarsal bones cultured in ascorbic acid only media showed comparable increases in length and mineralization as metatarsals cultured in the presence of βGP (Figure 3).,,,mouse,metatarsal organ culture,15-day-old; 3 day old; E15; E17,True,False,,,,,False,True,True,False,0.0,False
28060328.0,PMC5226350,10.3791/54978,Culture of Murine Embryonic Metatarsals: A Physiological Model of Endochondral Ossification.,2016.0,Journal of visualized experiments : JoVE,FULL_TEXT_VERIFIED,body,"Imaging and measurement of the 2nd, 3rd and 4th metatarsals from the hind limb of E15 mice was performed. (A) Serial images of the 2nd, 3rd and 4th metatarsals throughout the culture period. (B) Percentage increase in length from day 0 at each day of culture. (C) Mineral length of the 2nd, 3rd and 4th metatarsals over the culture period expressed as a percentage of the total metatarsal length.",,,mouse,metatarsal organ culture,15-day-old; 3 day old; E15; E17,True,False,,,,,False,True,False,False,0.0,False
28060328.0,PMC5226350,10.3791/54978,Culture of Murine Embryonic Metatarsals: A Physiological Model of Endochondral Ossification.,2016.0,Journal of visualized experiments : JoVE,FULL_TEXT_VERIFIED,body,"Figure 3:Growth and Mineralization Capacity of Wild-type E15 Metatarsals Cultured in various Osteogenic Media. (A) Serial images of metatarsals cultured in ascorbic acid only, 1 mM βGP, 3 mM phosphocholine, 1.5 mM calcium chloride or 3 mM calcium chloride containing media. (B) Percentage increase in length from day 0 of metatarsals cultured with the various supplements. (C) Mineral length of metatarsals cultured in various media expressed as a percentage of the total metatarsal length.",,,mouse,metatarsal organ culture,15-day-old; 3 day old; E15; E17,True,False,,1 mM; 3 mM; 1.5 mM; 3 mM,1 mM; 3 mM; 1.5 mM; 3 mM,,False,True,False,False,0.1,False
31434056.0,PMC6765336,10.1530/ec-19-0274,Effects of the selective GPER1 agonist G1 on bone growth.,2019.0,Endocrine connections,FULL_TEXT_VERIFIED,body,Mouse and human growth plate chondrocytes have been demonstrated to express GPER1 and ablation of this receptor increased bone length in mice.,,E2; beta-estradiol,mouse,metatarsal organ culture,12-week-old,True,False,,,,,False,True,False,False,0.0,False
31434056.0,PMC6765336,10.1530/ec-19-0274,Effects of the selective GPER1 agonist G1 on bone growth.,2019.0,Endocrine connections,FULL_TEXT_VERIFIED,body,The increase in bone length was expressed as a delta of the length at the day of dissection (day 0 = baseline).,,E2; beta-estradiol,mouse,metatarsal organ culture,12-week-old,True,False,,,,,False,True,False,False,0.0,False
22623989.0,PMC3356379,10.1371/journal.pone.0037163,Stromal cell-derived factor 1 regulates the actin organization of chondrocytes and chondrocyte hypertrophy.,2012.0,PloS one,FULL_TEXT_VERIFIED,body,"At the end of this culture assay, the total length of SDF-1−/− metatarsal bones was 9.7% shorter than wild-type metatarsals with statistical significance, indicating the functional effect of endogenous SDF-1 in the normal bone growth.",,,mouse,metatarsal organ culture,4-week-old; 6-week-old; E13.5; E14.5,False,True,9.7,,,,False,True,False,False,0.3,False
22623989.0,PMC3356379,10.1371/journal.pone.0037163,Stromal cell-derived factor 1 regulates the actin organization of chondrocytes and chondrocyte hypertrophy.,2012.0,PloS one,FULL_TEXT_VERIFIED,caption,"Lack of SDF-1 delays the growth metatarsals in organ culture. A: The metatarsal bones were harvested from SDF-1−/− (KO), SDF-1+/− (hetero), and wild-type (WT) mice at E15.5, cultured for 7 days, and the total length was measured at day 1, 3, 5, and 7. The length of metatarsal bones was calculated by day 1 as controls. B: Calcified spots (arrows) were counted in KO and WT metatarsals at day 1 and 7. C: Metatarsal bones were stained with hematoxylin and eosin (upper panel), or von Kossa (lower panel); Scale bar, 200 µm. D: The expression levels of type X collagen (Col X) and Sox9 of cultured metatarsal bones from E15.5 WT and KO mice at day 3 and 10 were quantified by real-time PCR. E: Primary chondrocytes isolated from WT and KO mice were cultured for 3 weeks in chondrogenic medium supplemented with insulin. The expression levels of Col X and Sox9 were quantified by real-time PCR. Values ",,,mouse,metatarsal organ culture,4-week-old; 6-week-old; E13.5; E14.5,False,False,,200 µm,,,True,True,False,False,0.4,False
25833299.0,PMC4949688,10.1002/jcp.25006,Increased linear bone growth by GH in the absence of SOCS2 is independent of IGF-1.,2015.0,Journal of cellular physiology,FULL_TEXT_VERIFIED,body,"In the absence of SOCS2, GH treatment enhanced metatarsal linear growth over a 12 day period.",,,mouse,metatarsal organ culture,E17; postnatal day 3,True,False,,,,,False,True,False,True,0.0,False
25833299.0,PMC4949688,10.1002/jcp.25006,Increased linear bone growth by GH in the absence of SOCS2 is independent of IGF-1.,2015.0,Journal of cellular physiology,FULL_TEXT_VERIFIED,body,"Liver‐specific IGF‐1 deficient (LID) mice have a significant reduction of circulating IGF‐1, but body weight and bone length were essentially normal (Sjogren et al., 1999;",,,mouse,metatarsal organ culture,E17; postnatal day 3,False,True,,,,,False,True,False,True,0.0,False
25833299.0,PMC4949688,10.1002/jcp.25006,Increased linear bone growth by GH in the absence of SOCS2 is independent of IGF-1.,2015.0,Journal of cellular physiology,FULL_TEXT_VERIFIED,body,"Intriguingly, these mice are characterized by increased growth, including increased long bone length and mass, without elevated circulating levels of IGF‐1 or GH (Metcalf et al., 2000;",,,mouse,metatarsal organ culture,E17; postnatal day 3,True,False,,,,,False,True,False,True,0.0,False
25833299.0,PMC4949688,10.1002/jcp.25006,Increased linear bone growth by GH in the absence of SOCS2 is independent of IGF-1.,2015.0,Journal of cellular physiology,FULL_TEXT_VERIFIED,body,"Taken together, these data indicate that SOCS2 is a major regulator of GH promotion of longitudinal growth in the metatarsal organ culture model.",,,mouse,metatarsal organ culture,E17; postnatal day 3,True,False,,,,,False,True,False,True,0.0,False
25833299.0,PMC4949688,10.1002/jcp.25006,Increased linear bone growth by GH in the absence of SOCS2 is independent of IGF-1.,2015.0,Journal of cellular physiology,FULL_TEXT_VERIFIED,body,"Following 7 days of GH treatment, WT metatarsals showed no increase in longitudinal growth compared to untreated samples, whereas Socs2‐/‐ metatarsal growth increased by 15% (P < 0.01) (Fig.",,,mouse,metatarsal organ culture,E17; postnatal day 3,True,False,15,,,,True,True,False,True,0.7,False
25833299.0,PMC4949688,10.1002/jcp.25006,Increased linear bone growth by GH in the absence of SOCS2 is independent of IGF-1.,2015.0,Journal of cellular physiology,FULL_TEXT_VERIFIED,body,These data reveal that increased longitudinal growth in response to GH observed in the Socs2‐/‐ metatarsal model is not mediated by increased IGF‐1 expression.,,,mouse,metatarsal organ culture,E17; postnatal day 3,True,False,,,,,False,True,False,True,0.0,False
25393478.0,PMC4260738,10.1038/cddis.2014.480,Inhibition of apoptosis signal-regulating kinase 1 enhances endochondral bone formation by increasing chondrocyte survival.,2014.0,Cell death & disease,FULL_TEXT_VERIFIED,body,"Closer evaluation of the metacarpals and phalanges showed increased length of the diaphyseal bone of the metacarpals (Figure 1c, brackets) and mineralization of the distal most phalange in Het and KO mice (Figure 1c, arrows).",,H2O2; reactive oxygen species; staurosporine,mouse,metatarsal organ culture,8-week-old; p38,True,False,,,,,False,True,True,False,0.0,False
25393478.0,PMC4260738,10.1038/cddis.2014.480,Inhibition of apoptosis signal-regulating kinase 1 enhances endochondral bone formation by increasing chondrocyte survival.,2014.0,Cell death & disease,FULL_TEXT_VERIFIED,body,"To further investigate accelerated bone development, the diaphyseal length per total bone length (diaphysis and epiphysis) was determined for the femur, tibia, fibula, humerus, radius and ulna and compared as percent of WT.",,H2O2; reactive oxygen species; staurosporine,mouse,metatarsal organ culture,8-week-old; p38,True,False,,,,,False,True,False,False,0.0,False
25393478.0,PMC4260738,10.1038/cddis.2014.480,Inhibition of apoptosis signal-regulating kinase 1 enhances endochondral bone formation by increasing chondrocyte survival.,2014.0,Cell death & disease,FULL_TEXT_VERIFIED,body,"Comparison of the femoral growth plates showed an increase in the length of the hypertrophic zone in Het and KO animals (Figure 3c, black brackets, D, P<0.0001, P<0.0001, respectively), but a decrease in the proliferative zone (Figure 3c, white brackets).",,H2O2; reactive oxygen species; staurosporine,mouse,metatarsal organ culture,8-week-old; p38,True,True,,,,,True,True,False,False,0.4,False
25393478.0,PMC4260738,10.1038/cddis.2014.480,Inhibition of apoptosis signal-regulating kinase 1 enhances endochondral bone formation by increasing chondrocyte survival.,2014.0,Cell death & disease,FULL_TEXT_VERIFIED,body,"Previous characterization of ASK1 expression in WT adult and embryonic mice shows high expression in hypertrophic chondrocytes, but no obvious skeletal phenotype in the ASK1 KO mouse.26, 27 In fact, the ASK1 KO mice appear completely normal, are born at the expected Mendelian frequency and are indistinguishable in appearance from their WT littermates.26 Indeed, the accelerated diaphyseal bone formation and increased trabecular volume and length we observed required systematic analysis with microCT and histology.",,H2O2; reactive oxygen species; staurosporine,mouse,metatarsal organ culture,8-week-old; p38,True,False,,,,,False,True,False,False,0.0,False
25393478.0,PMC4260738,10.1038/cddis.2014.480,Inhibition of apoptosis signal-regulating kinase 1 enhances endochondral bone formation by increasing chondrocyte survival.,2014.0,Cell death & disease,FULL_TEXT_VERIFIED,body,The results are reported based on the diaphyseal length per total bone length of the WT set to 100%.,,H2O2; reactive oxygen species; staurosporine,mouse,metatarsal organ culture,8-week-old; p38,False,False,100,,,,False,True,False,False,0.3,False
25238962.0,PMC4253021,10.1016/j.ydbio.2014.09.011,Mouse limb skeletal growth and synovial joint development are coordinately enhanced by Kartogenin.,2014.0,Developmental biology,FULL_TEXT_VERIFIED,body,"Despite undeniable progress, however, much remains unclear about limb skeletal development, particularly with regard to what drives limb elongation and growth at different stages, how the development of distinct tissues and structures is coordinated within each limb anatomical segment, and whether and which limb developmental event(s) is/are amenable to exogenous stimulation.",,,mouse,metatarsal organ culture,E10.5; E11.5; E12.5; E13.5,True,False,,,,,False,True,False,False,0.0,False
25238962.0,PMC4253021,10.1016/j.ydbio.2014.09.011,Mouse limb skeletal growth and synovial joint development are coordinately enhanced by Kartogenin.,2014.0,Developmental biology,FULL_TEXT_VERIFIED,body,"These data provide clear evidence that multiple and diverse limb developmental processes are harmoniously stimulated by KGN, including interzone and synovial joint formation, limb skeletal growth and elongation, interdigit invagination, and tendon maturation.",,,mouse,metatarsal organ culture,E10.5; E11.5; E12.5; E13.5,True,False,,,,,False,True,False,False,0.0,False
25238962.0,PMC4253021,10.1016/j.ydbio.2014.09.011,Mouse limb skeletal growth and synovial joint development are coordinately enhanced by Kartogenin.,2014.0,Developmental biology,FULL_TEXT_VERIFIED,body,"Note that KGN markedly increased overall limb growth, phalangeal elongation and interdigit mesenchymal invagination (arrowheads).",,,mouse,metatarsal organ culture,E10.5; E11.5; E12.5; E13.5,True,False,,,,,False,True,False,False,0.0,False
25238962.0,PMC4253021,10.1016/j.ydbio.2014.09.011,Mouse limb skeletal growth and synovial joint development are coordinately enhanced by Kartogenin.,2014.0,Developmental biology,FULL_TEXT_VERIFIED,caption,"KGN promotes multiple limb developmental processes. E12.5 Forelimb (FL) and E13.5 hindlimb (HL) pairs isolated from mouse embryos were maintained in explant culture in control medium containing DMSO solution (10μl/mL) or 1 μM KGN. (A-D) Microscopic images of limbs at time of isolation (A-B) and at 96 hrs of culture in control (C) or KGN (D) medium. Note that KGN markedly increased overall limb growth, phalangeal elongation and interdigit mesenchymal invagination (arrowheads). Extent of growth stimulation was calculated by measuring length of each phalangeal element (E) and summation (F) using ImageJ software. Data are shown as average total digit length (pixels) + S.E.M. of 5 limbs at 96h (*p<0.05). (A, G-H) Images of E13.5 hindlimb explants at time of isolation (A) and maintained in control (G) or KGN (H) medium for 96 hrs and stained with Alcian blue. Note the significant growth of pro",,,mouse,metatarsal organ culture,E10.5; E11.5; E12.5; E13.5,True,False,,1 μM; 100 μm,,,True,True,False,False,0.4,False
20200963.0,PMC3154001,10.1002/jbmr.47,A key role for membrane transporter NKCC1 in mediating chondrocyte volume increase in the mammalian growth plate.,2010.0,Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research,FULL_TEXT_VERIFIED,body,Metatarsals/metacarpals from 16 rat pups (P7) were incubated in the presence/absence of the specific NKCC inhibitor bumetanide and measurement of whole-bone lengths and histologic analysis of the growth plate were done after 24 hours.,bumetanide,bumetanide,mouse,metatarsal organ culture,3-day-old; 4-day-old; P49; P53,False,True,,,,,False,True,False,False,0.2,False
20200963.0,PMC3154001,10.1002/jbmr.47,A key role for membrane transporter NKCC1 in mediating chondrocyte volume increase in the mammalian growth plate.,2010.0,Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research,FULL_TEXT_VERIFIED,body,"First, whole-metatarsal/metacarpal rudiments were incubated with the loop diuretic bumetanide, a specific NKCC inhibitor, which inhibited bone elongation by approximately 35%.",bumetanide,bumetanide,mouse,metatarsal organ culture,3-day-old; 4-day-old; P49; P53,False,True,35,,,,False,True,False,False,0.5,False
20200963.0,PMC3154001,10.1002/jbmr.47,A key role for membrane transporter NKCC1 in mediating chondrocyte volume increase in the mammalian growth plate.,2010.0,Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research,FULL_TEXT_VERIFIED,body,"Measurable increases in bone length were possible only with small bones from young animals, but the growth plate chondrocytes of these bones do not withstand crushing injury caused by the bisection required for cell volume determination by CLSM.",,bumetanide,mouse,metatarsal organ culture,3-day-old; 4-day-old; P49; P53,True,False,,,,,False,True,False,False,0.0,False
20200963.0,PMC3154001,10.1002/jbmr.47,A key role for membrane transporter NKCC1 in mediating chondrocyte volume increase in the mammalian growth plate.,2010.0,Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research,FULL_TEXT_VERIFIED,body,"Approximately 80% of bone lengthening has been attributed to HZC volume increase.(1) Therefore, the inhibition of metatarsal longitudinal growth by bumetanide accounts for less than half, if one assumes that NKCC inhibition by bumetanide was limited to HZCs.",bumetanide,bumetanide,mouse,metatarsal organ culture,3-day-old; 4-day-old; P49; P53,True,True,80,,,,False,True,False,False,0.5,False
20200963.0,PMC3154001,10.1002/jbmr.47,A key role for membrane transporter NKCC1 in mediating chondrocyte volume increase in the mammalian growth plate.,2010.0,Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research,FULL_TEXT_VERIFIED,body,"However, anecdotal clinical reports led to a study by Koo and colleagues,(31) who subjected 4-day-old rats to furosemide for 24 days and observed a significant reduction in tibial length that was not associated with abnormal calcium, sodium, magnesium, potassium, or parathyroid hormone in plasma or bone.",,bumetanide,mouse,metatarsal organ culture,3-day-old; 4-day-old; P49; P53,False,True,,,,,False,True,False,False,0.0,False
29899135.0,PMC6053657,10.1242/dev.162396,Intracellular biosynthesis of lipids and cholesterol by Scap and Insig in mesenchymal cells regulates long bone growth and chondrocyte homeostasis.,2018.0,"Development (Cambridge, England)",FULL_TEXT_VERIFIED,body,"The overexpression of Gli2 partially rescued the short limb phenotype associated with Scap deficiency in chondrocytes, with a 27% increase in upper limb length and a 23% increase in lower limb length at E16.5 (Fig.",,cholesterol; lipids,mouse,metatarsal organ culture,E11.5; E12.5; E13.5; E15.5,True,False,27; 23,,,,False,True,False,False,0.3,False
29899135.0,PMC6053657,10.1242/dev.162396,Intracellular biosynthesis of lipids and cholesterol by Scap and Insig in mesenchymal cells regulates long bone growth and chondrocyte homeostasis.,2018.0,"Development (Cambridge, England)",FULL_TEXT_VERIFIED,caption,"Deletion of Insig genes within mesenchymal cells or chondrocytes causes dwarfism. (A) Representative whole-mount, skeleton and long bone histology of E18.5 embryos and mice, showing dwarfism but intact overall bone structure when comparing mice lacking both Insig genes in Prx1-expressing cells with controls. (B) Femur length of E18.5 Prx1-cre; Insig1flox/flox; Insig2−/− and Insig1flox/flox; Insig2−/− embryos. The length of Insig1flox/flox; Insig2−/− is normalized to 1 (n=8 for Prx1-cre; Insig1flox/flox; Insig2−/− and 9 for Insig1flox/flox; Insig2−/−). Data are means with 95% confidence intervals. *P<0.05 compared with data from Insig1flox/flox; Insig2−/−. (C) The histology of the humeral growth plate at P0. R, resting zone; P, proliferative zone; H, hypertrophic zone. Bottom panels show type X collagen staining labeling the hypertrophic zone. (D) Relative length of type X collagen-expres",,cholesterol; lipids,mouse,metatarsal organ culture,E11.5; E12.5; E13.5; E15.5,False,False,95; 95; 95; 95,4 mm; 1 mm,,8; 6; 7,True,True,False,False,0.7,False
26259639.0,PMC4590675,10.1080/15548627.2015.1068489,Pharmacological inhibition of lysosomes activates the MTORC1 signaling pathway in chondrocytes in an autophagy-independent manner.,2015.0,Autophagy,FULL_TEXT_VERIFIED,body,This activation of MTORC1 was further confirmed in bone organ culture and promoted potent stimulation of longitudinal growth (p < 0.001).,,bafilomycin A1; concanamycin A,mouse,metatarsal organ culture,,True,False,,,,,True,True,False,False,0.4,False
26259639.0,PMC4590675,10.1080/15548627.2015.1068489,Pharmacological inhibition of lysosomes activates the MTORC1 signaling pathway in chondrocytes in an autophagy-independent manner.,2015.0,Autophagy,FULL_TEXT_VERIFIED,body,"Bafilomycin A1 stimulates bone growth in an autophagy-independent manner. (A) Metatarsal bones isolated from post-natal mice with and without conditional Atg5 deletion were cultured ex vivo in the presence of 8 nM Baf; bone length was measured over a time course of 6 d (n = 7 animals [21 bones] for control and 6 animals [18 bones] for Atg5cKO). (B) Cartilage was isolated from the bones described above, following 2 d of culture, by micro-dissection and levels of ATG5, SQSTM1, MAP1LC3A and p-RPS6 were analyzed by western blot.",bafilomycin A1,bafilomycin A1; concanamycin A,mouse,metatarsal organ culture,,True,False,,,8 nM,7,False,True,False,False,0.30000000000000004,False
26259639.0,PMC4590675,10.1080/15548627.2015.1068489,Pharmacological inhibition of lysosomes activates the MTORC1 signaling pathway in chondrocytes in an autophagy-independent manner.,2015.0,Autophagy,FULL_TEXT_VERIFIED,body,"Both bafilomycin A1 and chloroquine potently promote longitudinal growth of metatarsal bones, with Baf being slightly more potent.",bafilomycin A1,bafilomycin A1; concanamycin A,mouse,metatarsal organ culture,,True,False,,,,,False,True,False,False,0.2,False
26259639.0,PMC4590675,10.1080/15548627.2015.1068489,Pharmacological inhibition of lysosomes activates the MTORC1 signaling pathway in chondrocytes in an autophagy-independent manner.,2015.0,Autophagy,FULL_TEXT_VERIFIED,caption,"Bafilomycin A1 treatment increases longitudinal bone growth, chondrocyte hypertrophy and RPS6 phosphorylation. (A, B) Metatarsals isolated from post-natal mice were cultured ex vivo in the presence of 8 nM Baf, 30 µM CQ or 100 ng/ml IGF1. Bone length was measured at the indicated time points as described in Materials and Methods. ***, p < 0.001; n = 6 animals (18 bones) for control, Baf and IGF1 groups, and n = 4 animals (12 bones) for the CQ group. (C) Size of terminal hypertrophic chondrocytes was analyzed after 6 days in culture (**, p < 0.01; n = 5). Baf (D) and CQ (E) elevated phosphorylation levels of members of the MTORC1-signaling pathway as detected by western blotting. Phosphorylation was analyzed after 3 d exposure. Statistical values are incorporated in the text. The MTORC1 inhibitor Torin1 attenuated the growth-promoting effect of Baf or CQ (F and G, respectively). (n = 5–11",bafilomycin A1,bafilomycin A1; concanamycin A,mouse,metatarsal organ culture,,True,True,,30 µM,8 nM; 30 µM; 100 ng/ml,6; 4; 5,True,True,False,True,0.7000000000000001,False
26259639.0,PMC4590675,10.1080/15548627.2015.1068489,Pharmacological inhibition of lysosomes activates the MTORC1 signaling pathway in chondrocytes in an autophagy-independent manner.,2015.0,Autophagy,FULL_TEXT_VERIFIED,caption,"Bafilomycin A1 stimulates bone growth in an autophagy-independent manner. (A) Metatarsal bones isolated from post-natal mice with and without conditional Atg5 deletion were cultured ex vivo in the presence of 8 nM Baf; bone length was measured over a time course of 6 d (n = 7 animals [21 bones] for control and 6 animals [18 bones] for Atg5cKO). (B) Cartilage was isolated from the bones described above, following 2 d of culture, by micro-dissection and levels of ATG5, SQSTM1, MAP1LC3A and p-RPS6 were analyzed by western blot. RNA was extracted from bones cultured for 2 d and levels of Col2a1 (C), Col10a1 (D), Acan (E), Alpl (F) and Col1a1 (G) were analyzed by qRT-PCR. (*p < 0.05, ***p < 0.001, n = 5 repeats from 6 bones each).",bafilomycin A1,bafilomycin A1; concanamycin A,mouse,metatarsal organ culture,,True,False,,,8 nM,7; 5,True,True,True,False,0.7000000000000001,False
30036371.0,PMC6056026,10.1371/journal.pbio.2005263,Differential aging of growth plate cartilage underlies differences in bone length and thus helps determine skeletal proportions.,2018.0,PLoS biology,FULL_TEXT_VERIFIED,body,"As expected, the rates of bone elongation at the proximal tibia and the distal femur, measured by calcein labeling, were greater than those of the metacarpal bones and proximal phalanges (Fig 1A and 1D).",,,mouse,metatarsal organ culture,1-week-old; 4-week-old; 7-day-old; E17.5,True,False,,,,,False,True,False,False,0.0,False
