pmid,pmcid,doi,title,journal,year,is_open_access,in_epmc,has_suppl,abstract,cited_by_count,found_by_query,corpus_class,length_relevant,evidence_level,local_fulltext,sha256,source_url
40308333,PMC12042201,10.5194/jbji-9-261-2024,The immediate ex vivo covering and filling characteristics of antibiotic-loaded resorbable calcium sulfate paste around intramedullary nails.,Journal of bone and joint infection,2024.0,Y,Y,N,"<b>Background</b>: Antibiotic-laden polymethyl methacrylate (PMMA)-coated intramedullary nails (IMNs) are an effective treatment for osteomyelitis, but they pose multiple disadvantages. Antibiotic-loaded resorbable calcium sulfate (ARCS) paste is an alternative option to deliver a local antibiotic depot around IMNs, but such use has been minimally investigated. This study aimed to define the immediate covering and filling characteristics of ARCS around IMNs by using anatomic bone models. <b>Method</b>: Five tibia models (foam with cortical shell) were prepared by reaming a uniform 13 mm cylindrical path. Three 40 cc kits of ARCS (STIMULAN, Biocomposites Ltd, Keele, UK) were mixed with 3 g vancomycin and 1.2 g tobramycin powder and injected into the intramedullary canal while wet, completely filling the canal. A 10 mm × 345 mm tibial IMN was immediately inserted without interlocking screws and allowed to completely cure for 2 h. The models were then longitudinally cut without disrupting the dry ARCS covering on the nail. The ARCS was removed from the nail at five equidistant locations along the nail. The thickness of the ARCS was measured with a caliper. A repeated-measures ANOVA test was used to compare the mean width of each segment for each model. <b>Results</b>: In all five trials, the tibial canal volume surrounding the nail remained completely filled. The ARCS paste was confluent along the length of the IMN. There were no gaps or air pockets between the paste and reamed model bone. There was no statistically significant difference among the five samples at each location ( p=0.913 ) or among the five locations along the bone ( p=0.210 ). <b>Conclusion</b>: In a model setting, ARCS fully fills the intramedullary canal of a tibia and covers an IMN uniformly. Study of the in vivo material properties of ARCS may further elucidate the bone penetration as well as the clinical utility of this antibiotic depot technique.",0.0,"(""long bone"" AND (elongation OR lengthening)) AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026])",animal,True,ABSTRACT_ONLY,,,https://europepmc.org/article/PMC/PMC12042201
41827003,PMC13063848,10.1186/s13062-026-00742-2,Exploring fetal skeletal alterations induced by gold nanoparticles in mice confirmed by laser speckle imaging and LIBS approach.,Biology direct,2026.0,Y,Y,N,"<h4>Background</h4>The rapid advancement of nanotechnology has expanded the use of nanomaterials across biomedical and industrial applications. Engineered gold nanoparticles (Au NPs) have attracted considerable interest for diagnostic and therapeutic applications; however, their ability to cross the placental barrier and the potential for fetotoxic effects remain insufficiently explored.<h4>Results</h4>This study aimed to investigate the transplacental transfer and developmental toxicity of biosynthesized Au NPs in a BALB/c mouse model. Pregnant mice were assigned to three groups: a control group (G1) and two treatment groups receiving intravenous doses of 10 µg/g/day (G2) or 20 µg/g/day (G3). Morphological examination of fetal skeletal structures using light microscopy revealed no overt abnormalities. In contrast, comprehensive skeletal assessment using an advanced multimodal complementary laser-based platform demonstrated significant dose-dependent alterations. Laser-Induced Breakdown Spectroscopy (LIBS) detected pronounced dysregulation of calcium and magnesium critical for bone mineralization. Additionally, laser speckle imaging enabled sensitive, nondestructive evaluation of microstructural changes associated with fetal bone ossification and alterations in mineral content. The integrated analysis revealed disrupted ossification centers, abnormal bone density signatures, and subtle skeletal anomalies that were undetectable by conventional microscopy.<h4>Conclusions</h4>The combined application of LIBS and laser speckle imaging proved highly sensitive in identifying early elemental imbalances and microstructural defects in fetal bone development following Au NPs exposure. These findings emphasize the value of advanced photonic and spectroscopic techniques for nanosafety assessment and underscore the necessity for thorough in vivo evaluation of the potential developmental risks associated with biosynthesized gold nanoparticles.",0.0,"(""long bone"" AND (elongation OR lengthening)) AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026]) | (""bone elongation"") AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026])",animal,False,ABSTRACT_ONLY,,,https://europepmc.org/article/PMC/PMC13063848
40507931,PMC12154546,10.3390/ijms26115120,Adoptive Transfer of Lepr&lt;sup&gt;+&lt;/sup&gt; Bone Marrow Cells Attenuates the Osteopetrotic Phenotype of &lt;i&gt;db&lt;/i&gt;/&lt;i&gt;db&lt;/i&gt; Mice.,International journal of molecular sciences,2025.0,Y,Y,N,"Leptin-deficient (<i>ob</i>/<i>ob</i>) and leptin receptor (Lepr)-deficient <i>db</i>/<i>db</i> mice develop a mild form of osteoclast-rich osteopetrosis, most evident in long bone epiphyses, implying leptin is important for normal replacement of cartilage during skeletal maturation. However, it is unclear whether leptin acts as a permissive or regulatory factor and whether its actions are mediated via peripheral pathways. Here we show the osteopetrotic phenotype is not evident in <i>ob</i>/+ or <i>db</i>/+ mice, suggesting that leptin acts as a critical but permissive factor for skeletal maturation. The importance of leptin is further supported by our results showing that interventions known to increase bone resorption (mild cold stress, simulated microgravity, or particle-induced inflammation) did not advance skeletal maturation in <i>ob</i>/<i>ob</i> mice whereas long-duration hypothalamic leptin gene therapy was effective. Additionally, administration of leptin by subcutaneously implanted osmotic pumps (400 ng/h) for 2 weeks accelerated skeletal maturation in <i>ob</i>/<i>ob</i> mice. Because leptin has the potential to act on the skeleton through peripheral pathways, we interrogated osteoclast-lineage cells for the presence of Lepr and evaluated skeletal response to the introduction of bone marrow Lepr<sup>+</sup> cells into <i>db</i>/<i>db</i> mice. We identified Lepr on marrow MCSFR<sup>+</sup>CD11b<sup>+</sup> osteoclast precursors and on osteoclasts generated in vitro. We then adoptively transferred Lepr<sup>+</sup> marrow cells from GFP mice or wildtype (WT) mice into Lepr<sup>-</sup><i>db</i>/<i>db</i> mice. Following engraftment, most MCSFR<sup>+</sup> CD11b<sup>+</sup> cells in marrow expressed GFP. Whereas <i>db</i>/<i>db</i>→<i>db</i>/<i>db</i> had minimal influence on epiphyseal cartilage, WT→<i>db</i>/<i>db</i> decreased cartilage. These findings suggest peripheral leptin signaling is required for normal osteoclast-dependent replacement of cartilage by bone during skeletal maturation.",0.0,"(""long bone"" AND (elongation OR lengthening)) AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026]) | (""bone elongation"") AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026]) | (""femur length"" OR ""femoral length"") AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026]) | (""growth plate"" AND (elongation OR ""linear growth"")) AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026])",animal,False,ABSTRACT_ONLY,,,https://europepmc.org/article/PMC/PMC12154546
41560833,PMC12813315,10.1016/j.mtbio.2025.102730,"Pressure-sensitive composite bandages with high toughness, self-healability and strong tissues adhesion for rapid bone fixation and accelerated osteogenesis via immunomodulation and neovascularization.",Materials today. Bio,2026.0,Y,Y,Y,"Bone adhesives have gained considerable interest as an adjunctive approach for fragment fixation in comminuted fractures and bone graft procedures. However, the current adhesives are mostly used to fill the bone void to achieve the fixation of broken bones, which inevitably impedes regeneration at the fracture interface. To address this limitation, we present an integrated bone-adhesive bandage that enables robust adhesion to bone tissue without occluding the healing space. Precise modulation of the viscoelastic properties in a poly(octamethylene citrate)-gelatin (POC-G) copolymer facilitates strong interfacial adhesion to bone but also unique internal cohesion to enable self-heal. Further incorporation of hydroxyapatite (HA) nanoparticles significantly enhances the adhesive strength (570.43 ± 21.82 kPa) while preserving mechanical toughness (1648.66 ± 367.81 kJ m<sup>-3</sup>). This strategy further renders POC-G/HA composites with the unique ability to achieve instant, repeatable, and sustained bone fixation in a humid environment, addressing a critical limitation of conventional commercial adhesives. Beyond serving as a superior mechanical fixative, this multifunctional bandage actively orchestrates the bone regeneration process. It promotes the osteogenic differentiation of stem cells, modulates macrophage polarization towards a pro-regenerative M2 phenotype, and stimulates neovascularization to enhance local nutrient and cell supply. This breakthrough design of a pressure-sensitive bone-adhesive bandage opens a new avenue for the instant structural integration of bone fragments and the fixation of bone grafts during surgery. It represents a paradigm shift from passive fixation to active regeneration, potentially revolutionizing therapeutic strategies for bone repair.",0.0,"(""long bone"" AND (elongation OR lengthening)) AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026])",animal,False,ABSTRACT_ONLY,,,https://europepmc.org/article/PMC/PMC12813315
,PMC11963719,,Selected Abstracts presented at the 43rd European Paediatric Orthopaedic Society Annual Meeting 2025,Journal of children's orthopaedics,2025.0,Y,Y,N,,0.0,"(""long bone"" AND (elongation OR lengthening)) AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026])",animal,False,TITLE_ONLY,,,https://europepmc.org/article/PMC/PMC11963719
39014254,PMC11886400,10.1038/s41584-024-01130-8,"Integrin signalling in joint development, homeostasis and osteoarthritis.",Nature reviews. Rheumatology,2024.0,N,Y,N,"Integrins are key regulators of cell-matrix interactions during joint development and joint tissue homeostasis, as well as in the development of osteoarthritis (OA). The signalling cascades initiated by the interactions of integrins with a complex network of extracellular matrix (ECM) components and intracellular adaptor proteins orchestrate cellular responses necessary for maintaining joint tissue integrity. Dysregulated integrin signalling, triggered by matrix degradation products such as matrikines, disrupts this delicate balance, tipping the scales towards an environment conducive to OA pathogenesis. The interplay between integrin signalling and growth factor pathways further underscores the multifaceted nature of OA. Moreover, emerging insights into the role of endocytic trafficking in regulating integrin signalling add a new layer of complexity to the understanding of OA development. To harness the therapeutic potential of targeting integrins for mitigation of OA, comprehensive understanding of their molecular mechanisms across joint tissues is imperative. Ultimately, deciphering the complexities of integrin signalling will advance the ability to treat OA and alleviate its global burden.",29.0,"(""long bone"" AND (elongation OR lengthening)) AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026]) | (""growth plate"" AND (elongation OR ""linear growth"")) AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026])",animal,False,ABSTRACT_ONLY,,,https://europepmc.org/article/PMC/PMC11886400
41210257,PMC12592145,10.3389/fcell.2025.1678282,Functional impacts of lactylation in Hypoxia‒primed mesenchymal stromal cells.,Frontiers in cell and developmental biology,2025.0,Y,Y,N,"Hypoxic culture (1-5% O<sub>2</sub>) significantly enhances the biological activity and therapeutic potential of mesenchymal stromal cells (MSCs) by activating the HIF-1α signaling pathway. This activation promotes stemness maintenance, enhances proliferative capacity, and improves immunomodulatory functions, such as upregulating the secretion of indoleamine 2,3‒dioxygenase (IDO) and prostaglandin E2 (PGE2). Furthermore, hypoxia optimizes paracrine effects through modulating the release of vascular endothelial growth factor (VEGF) and hepatocyte growth factor (HGF), while also improving cell homing and post-transplantation survival rates. Under hypoxic conditions, MSCs primarily rely on glycolytic metabolism, resulting in lactate accumulation. This lactate serves not only as a metabolic byproduct but also as a precursor for lactylation, a novel form of epigenetic modification. Given the limited research on MSC-specific metabolic mechanisms driven by lactylation, investigating lactylation modifications‒such as histone H3 lysine 18 lactylation (H3K18la)‒and their impact on MSCs function is crucial. We propose that the 'hypoxia-lactate-lactylation' axis represents a key metabolic-epigenetic mechanism that may further enhance immunomodulatory and tissue‒repair capabilities via epigenetic regulation, offering novel targets for metabolic intervention in clinical cell therapy. This approach could maximize the therapeutic potential of MSCs in clinical applications, with a high safety profile that avoids risks such as tumorigenicity, donor-dependent variability, and senescence.",0.0,"(""long bone"" AND (elongation OR lengthening)) AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026])",animal,False,ABSTRACT_ONLY,,,https://europepmc.org/article/PMC/PMC12592145
41767277,PMC12936834,10.1016/j.isci.2026.114782,Carbapenem resistance and hypervirulence in &lt;i&gt;Klebsiella pneumoniae&lt;/i&gt; are raising global public health concerns in the 21&lt;sup&gt;st&lt;/sup&gt; century.,iScience,2026.0,Y,Y,N,"Hypervirulence and antibiotic resistance in <i>Klebsiella pneumoniae</i> toward carbapenem antibiotics have raised global public health concerns, with increased incidence of community-acquired infections causing an unprecedented rise in mortality and morbidity in the 21<sup>st</sup> century. Carbapenem-resistant <i>Klebsiella pneumoniae</i> (CRKp) and hypervirulent <i>Klebsiella pneumoniae</i> (hvKp), in general, harbor significant virulence factors such as siderophores, lipopolysaccharide (LPS), adhesive fimbriae, and capsules that contribute to its pathogenicity. The determinants of hvKp are usually found cardinal among larger virulence plasmids, which may also harbor carbapenem resistance genes, thereby making management of hypervirulent-carbapenem resistance strain nearly impossible. These virulence factors allow <i>K. pneumoniae</i> to escape phagocytosis; therefore, attempts to counter using immune cells such as neutrophils and macrophages fail. Further, immune-mediated attempts are frequently hampered by bacterial resistance to drugs, resulting in severe infections, particularly in immunocompromised patients. Although there are several management options for <i>K. pneumoniae</i> infections, there is still a need to find innovative approaches to control the illness in light of the increasing drug resistance pattern reported worldwide. As a result, the purpose of this review is to highlight the latest information regarding the resistance and virulence mechanisms that let bacteria evade human immune factors, as well as how to best manage them before the antibiotic regimen runs out.",0.0,"(""long bone"" AND (elongation OR lengthening)) AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026])",animal,False,ABSTRACT_ONLY,,,https://europepmc.org/article/PMC/PMC12936834
39345658,PMC11427399,10.3389/fsurg.2024.1391384,Case Report: Staged treatment of ankle deformity and first metatarsal deficiency after motorcycle spoke injury with Taylor external frame combined with fibular head grafting.,Frontiers in surgery,2024.0,Y,Y,N,"The treatment of the sequelae of severe foot injuries caused by motorcycle spoke injury, especially in pediatric patients, allows for new options and surgical protocols. The tarsometatarsal joint and the first metatarsal were reconstructed by precise preoperative design using the TSF space external fixation technique in one stage to correct the foot deformity and restore the volume and length, and free grafting of the fibular head with epiphysis in the second stage. This method is the first of its kind reported. The patient's foot deformity was corrected, walking, walking up and down stairs, and running functions were achieved, and the bone quality could grow with age. The combination of TSF si<i>x</i>-axis spatial external fixation technique and microscopic technique can maximize the patient's appearance and function and is worth promoting.",0.0,"(""long bone"" AND (elongation OR lengthening)) AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026])",animal,True,ABSTRACT_ONLY,,,https://europepmc.org/article/PMC/PMC11427399
41402268,PMC12748648,10.1038/s41467-025-66281-y,TRIM37-PARP1-TET1 axis maintains stemness and prevents osteoporosis by inhibiting DNMT1 alternative splicing via 5hmC regulation.,Nature communications,2025.0,Y,Y,Y,"The significance of DNA hydroxymethylation in replicative senescence of mesenchymal stem cells (MSCs) and aging-related osteoporosis remains unknown. Here, we reveal 5hmC levels positively regulate MSC self-renewal and osteoblast differentiation. Mechanistically, PARP1 recruits TET1 to hydrolyze methylated nucleotides on DNMT1 exons, aiding CTCF in preventing DNMT1 alternative splicing in early MSCs. Additionally, ATM phosphorylates TRIM37 at Th203, promoting its nuclear entry and the monoubiquitination of PARP1, stabilizing the protein. CTCF or TRIM37 knockdown induces replicative senescence of MSCs with loss of full-length DNMT1. Co-treatment with resveratrol (ATM activator) and vitamin C (TET1 activator) rejuvenates late MSCs via the TRIM37/PARP1/DNMT1 pathway and alleviates osteoporosis in aged mice. Gene knockout experiments further reveal the participation of TRIM37 and PARP1 in MSC aging, contributing significantly to bone maintenance and repair in vivo. This study emphasizes the role of DNA hydroxymethylation in stemness, suggesting therapeutic strategies, especially for osteoporosis.",1.0,"(""long bone"" AND (elongation OR lengthening)) AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026]) | (""growth plate"" AND (elongation OR ""linear growth"")) AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026])",animal,True,ABSTRACT_ONLY,,,https://europepmc.org/article/PMC/PMC12748648
40720447,PMC12359144,10.1177/21621918251361118,"Collagen-Based Products in Wound, Skin, and Health Care.",Advances in wound care,2025.0,N,Y,N,"Collagen, the most abundant structural protein in the human body, plays a vital role in wound healing, tissue repair, and skin integrity. Collagen-based products-ranging from wound dressings, skin substitutes, dental and orthopedic scaffolds, to topical cosmetics and oral supplements-have proliferated rapidly across healthcare and consumer markets. Medical applications leverage collagen's biocompatibility, biodegradability, and scaffold-forming properties to manage chronic wounds, burns, and bone defects, while emerging technologies such as recombinant collagen and phage-integrated dressings target future innovations. Topical collagen improves skin hydration but is unlikely to replace endogenous collagen; injectable fillers offer temporary cosmetic enhancement with some potential risks. Oral collagen supplements, although marketed for skin, joint, and hair health, primarily serve as incomplete proteins and require cautious interpretation, as rigorous clinical evidence supporting transformative outcomes remains limited. Specific formulations such as undenatured type II collagen show promise for inflammatory joint conditions by promoting immune tolerance. In wound care, collagen-based scaffolds enhance healing by supporting fibroblast proliferation, reducing inflammation, and modulating moisture balance, while novel crosslinked matrices and living skin equivalents push regenerative medicine boundaries. Not all collagen-based products are the same. As the global collagen market surges toward $18.7 billion by 2030, users must distinguish between marketing claims and evidence-based benefits of specific preparations. Proper product selection should be guided by clinical context, molecular source (animal, marine, recombinant), and intended use with awareness of underlying scientific evidence critical to therapeutic success. Continued innovation, rigorous validation, mechanism of action studies and rigorous clinical testing are essential to fully realize collagen's therapeutic potential across medicine and wellness.",2.0,"(""long bone"" AND (elongation OR lengthening)) AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026])",animal,False,ABSTRACT_ONLY,,,https://europepmc.org/article/PMC/PMC12359144
41476752,PMC12753255,10.1016/j.mtbio.2025.102656,PRP-related biomaterials enhance bone and nerve repair.,Materials today. Bio,2026.0,Y,Y,N,"Bone and nerve injuries are the most common problems in orthopedic trauma, so orthopedic researchers are committed to studying efficient and economical strategies for repairing bone defects and nerve injuries. Platelet-rich plasma (PRP) is a self-derived blood derivative rich in growth factors and bioactive components, which plays a key role in promoting bone defect repair and nerve regeneration, and can effectively cope with the clinical problem of marginal bone defect with nerve injury. However, the explosive release of growth factors in PRP affects its practical use, and the controllable release of growth factors on demand can effectively enhance its efficiency in bone and nerve repair. In this paper, the application and mechanism of PRP reinforced biomaterials in bone and nerve regeneration are systematically reviewed. In the process of bone regeneration, PRP can promote the proliferation and osteogenic differentiation of bone marrow mesenchymal stem cells (BMSCs), induce type H angiogenesis, and promote the regeneration of vascularized bone. In the field of nerve repair, PRP can promote the regeneration of peripheral and central nerve injury sites, stimulate the synthesis of new connective tissue and vascular reconstruction, down-regulate pro-inflammatory factors to build anti-inflammatory microenvironment and reduce nerve cell damage.To sum up, this study deeply discussed the mechanism of PRP in bone and nerve repair, and elaborated various advanced multifunctional biomaterials to solve the explosive release problem of PRP in use, providing theoretical basis for the standardized application and clinical transformation of PRP.",0.0,"(""long bone"" AND (elongation OR lengthening)) AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026])",animal,False,ABSTRACT_ONLY,,,https://europepmc.org/article/PMC/PMC12753255
35314385,PMC9035100,10.1016/j.bone.2022.116391,"GIRK3 deletion facilitates kappa opioid signaling in chondrocytes, delays vascularization and promotes bone lengthening in mice.",Bone,2022.0,N,Y,Y,"Long bones are formed and repaired through the process of endochondral ossification. Activation of G protein-coupled receptor (GPCR) signaling pathways is crucial for skeletal development and long bone growth. G protein-gated inwardly-rectifying K<sup>+</sup> (GIRK) channel genes are key functional components and effectors of GPCR signaling pathways in excitable cells of the heart and brain, but their roles in non-excitable cells that directly contribute to endochondral bone formation have not been studied. In this study, we analyzed skeletal phenotypes of Girk2<sup>-/-</sup>, Girk3<sup>-/-</sup> and Girk2/3<sup>-/-</sup> mice. Bones from 12-week-old Girk2<sup>-/-</sup> mice were normal in length, but femurs and tibiae from Girk3<sup>-/-</sup> and Girk2/3<sup>-/-</sup> mice were longer than age-matched controls at 12-weeks-old. Epiphyseal chondrocytes from 5-day-old Girk3<sup>-/-</sup> mice expressed higher levels of genes involved in collagen chain trimerization and collagen fibril assembly, lower levels of genes encoding VEGF receptors, and produced larger micromasses than wildtype chondrocytes in vitro. Girk3<sup>-/-</sup> chondrocytes were also more responsive to the kappa opioid receptor (KOR) ligand dynorphin, as evidenced by greater pCREB expression, greater cAMP and GAG production, and upregulation of Col2a1 and Sox9 transcripts. Imaging studies showed that Kdr (Vegfr2) and endomucin expression was dramatically reduced in bones from young Girk3<sup>-/-</sup> mice, supporting a role for delayed vasculogenesis and extended postnatal endochondral bone growth. Together these data indicate that GIRK3 controls several processes involved in bone lengthening.",8.0,"(""long bone"" AND (elongation OR lengthening)) AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026])",animal,True,FULL_TEXT_VERIFIED,/home/user/gpdata/fulltext/PMC9035100.xml,832d7d39ff4288619d7d91bb690b39818fa49d5d53e7e8dbdd8258160d31089c,https://europepmc.org/article/PMC/PMC9035100
39129784,PMC11310070,10.3389/fcell.2024.1442052,Comprehensive summary: the role of PBX1 in development and cancers.,Frontiers in cell and developmental biology,2024.0,Y,Y,N,"PBX1 is a transcription factor that can promote the occurrence of various tumors and play a reg-ulatory role in tumor growth, metastasis, invasion, and drug resistance. Furthermore, a variant generated by fusion of E2A and PBX1, E2A-PBX1, has been found in 25% of patients with childhood acute lymphoblastic leukemia. Thus, PBX1 is a potential therapeutic target for many cancers. Here, we describe the structure of PBX1 and E2A-PBX1 as well as the molecular mecha-nisms whereby these proteins promote tumorigenesis to provide future research directions for developing new treatments. We show that PBX1 and E2A-PBX1 induce the development of highly malignant and difficult-to-treat solid and blood tumors. The development of specific drugs against their targets may be a good therapeutic strategy for PBX1-related cancers. Furthermore, we strongly recommend E2A-PBX1 as one of the genes for prenatal screening to reduce the incidence of childhood hematological malignancies.",9.0,"(""long bone"" AND (elongation OR lengthening)) AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026])",animal,False,ABSTRACT_ONLY,,,https://europepmc.org/article/PMC/PMC11310070
40689013,PMC12271915,10.1016/j.jbo.2025.100700,"Osteofibrous dysplasia, osteofibrous Dysplasia-Like adamantinoma, and adamantinoma: A Single-center retrospective analysis.",Journal of bone oncology,2025.0,Y,Y,N,"<h4>Objective</h4>This study aimed to comprehensively investigate and contrast the imaging manifestations, pathological features, surgical interventions, and prognostic outcomes of <b>Osteofibrous Dysplasia(OFD)</b>, <b>Osteofibrous Dysplasia-Like Adamantinoma(OFD-AD)</b>, and <b>Adamantinoma(AD)</b>. By synthesizing disease profiles and exploring their evolutionary relationships, we sought to identify more effective diagnostic and therapeutic strategies for these conditions.<h4>Methods</h4>A retrospective analysis was conducted on patients diagnosed with OFD, OFD-AD, or AD at our institution between 2015 and 2022. The analysis included a detailed comparison of clinical presentations, imaging findings, and pathological characteristics. We also evaluated the impact of different diagnostic and treatment modalities on patient prognosis and explored potential disease evolution and transformation patterns.<h4>Results</h4>Fifty patients were included in this study: 16 with OFD, 27 with OFD-AD, and 7 with AD. The median age of onset was 14 years for OFD, 6 years for OFD-AD, and 33 years for AD. All diagnoses were confirmed through a combination of clinical evaluation, imaging (X-rays and MRI), and pathological examination. Among the patients, 2 (both with OFD-AD) were managed with observation only. Thirty-seven patients underwent intralesional resection (16 OFD, 20 OFD-AD, and 1 AD), and 11 patients had complete resection (5 OFD-AD and 6 AD). After a minimum follow-up of 24 months (range: 24---90 months, median: 56 months), 12 patients experienced tumor recurrence (OFD: 2/16, 12.5 %; OFD-AD: 9/25, 36 %; AD: 1/6, 17 %). One patient had concurrent OFD-AD in the fibula and AD in the tibia. In another case, an OFD-AD recurrence 4 years after surgery was later diagnosed as OFD, and an OFD recurrence 2 years after surgery was reclassified as OFD-AD. No distant metastases were observed in any patient.<h4>Conclusion</h4>OFD, OFD-AD, and AD exhibit similarities in clinical and imaging presentations, and their pathological features may represent different stages of a common lesion's evolution. These diseases have distinct age - related onset patterns and variable recurrence risks. Thus, accurate diagnosis and personalized treatment strategies based on patient characteristics are crucial for effective disease management.",0.0,"(""long bone"" AND (elongation OR lengthening)) AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026])",animal,False,ABSTRACT_ONLY,,,https://europepmc.org/article/PMC/PMC12271915
39421186,PMC11484673,10.3332/ecancer.2024.1752,Craniofacial primary well-differentiated low-grade central osteosarcoma in a paediatric patient: a case report.,Ecancermedicalscience,2024.0,Y,Y,N,"Osteosarcoma is a primary malignant tumour that accounts for less than 1% of cancers diagnosed annually in the United States and 3% of all cancers in paediatric patients. Surgical treatment and adjuvant chemotherapy are essential to improve short- and long-term survival. In this report, we present the case of an 11-month-old female patient referred to the first level of care for a suspected tumour in the left orbit, who underwent biopsy and tumour resection surgery by the maxillofacial surgery service and underwent adjuvant chemotherapy in a specialised centre. Timely detection of cancer in the paediatric population, as well as multidisciplinary management and close surveillance, improves the survival and quality of life of patients.",0.0,"(""long bone"" AND (elongation OR lengthening)) AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026])",animal,False,ABSTRACT_ONLY,,,https://europepmc.org/article/PMC/PMC11484673
40196055,PMC11973408,10.7759/cureus.80187,Vascularized Free Fibula Flap for Limb Salvage After Long Bone Tumor Resection in Pediatric Patients: A Single-Center Seven-Year Experience From a Developing Country.,Cureus,2025.0,Y,Y,N,"Background Pediatric long bone sarcomas pose significant challenges, requiring a delicate balance between oncological control and limb preservation. Limb salvage surgery has emerged as a preferred approach, with vascularized free fibula flap reconstruction showing promise in achieving favorable outcomes. The objective of this study was to evaluate the clinical outcomes of limb salvage surgery, including complication rates, functional outcomes, long-term survival, and disease recurrence. Method A retrospective analysis was conducted on pediatric patients undergoing limb salvage surgery for long bone sarcomas using vascularized free fibula flaps. Data from a single center's experience over a seven-year period were analyzed, including patient demographics, tumor characteristics, surgical techniques, complications, and functional outcomes. Follow-up assessments were performed regularly to monitor bone healing, disease recurrence, and functional recovery. Results Fifteen pediatric patients underwent limb salvage surgery with vascularized free fibula flap reconstruction, with a focus on 10 cases meeting inclusion criteria. Osteosarcoma was the most common histological diagnosis (seven, 70%), predominantly affecting the lower extremities (six, 60%). Surgical procedures varied based on tumor location, with most reconstructions utilizing osteocutaneous fibula flaps (eight, 80%). The flap survival rate was 10 (100%), with no instances of flap failure. Immediate complications occurred in three (30%) of cases, primarily surgical site infections, while one patient experienced delayed non-union and fracture requiring additional surgery. Functional outcomes were generally favorable, with seven (70%) of patients retaining functional limbs during follow-up. Conclusion In conclusion, our study demonstrates that vascularized free fibula flap reconstruction in pediatric long bone sarcomas can achieve high flap survival and acceptable short-term functional outcomes. Our series supports the technical feasibility of this approach, and delayed complications such as non-union and metastasis underscore the need for careful long-term surveillance and further prospective studies.",1.0,"(""long bone"" AND (elongation OR lengthening)) AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026])",animal,False,ABSTRACT_ONLY,,,https://europepmc.org/article/PMC/PMC11973408
